category,color,date,month,price,region,revenue,sales_units,season,social_engagement,style,year
Jewelry,Green,2023-07-26,7,454,Europe,78996,174,Summer,6043,Vintage,2023
Skirts,Brown,2024-06-14,6,198,Asia,174240,880,Summer,9496,Minimalist,2024
Dresses,Green,2024-07-18,7,255,North America,264435,1037,Summer,36333,Streetwear,2024
Shoes,White,2023-07-27,7,265,North America,395910,1494,Summer,19524,Streetwear,2023
Outerwear,Navy,2023-06-27,6,283,North America,55468,196,Summer,35814,Grunge,2023
Accessories,Black,2024-04-16,4,39,South America,27729,711,Spring,30235,Vintage,2024
Pants,Black,2024-04-28,4,211,Asia,114362,542,Spring,18665,Minimalist,2024
Skirts,Beige,2024-05-31,5,390,Australia,409500,1050,Spring,26746,Streetwear,2024
Dresses,Yellow,2024-05-10,5,196,Asia,33908,173,Spring,32607,Formal,2024
Dresses,Red,2023-04-05,4,221,Australia,84864,384,Spring,31498,Bohemian,2023
Skirts,Blue,2023-11-27,11,489,Australia,231297,473,Fall,12862,Minimalist,2023
Pants,Brown,2023-09-04,9,64,Asia,80000,1250,Fall,39338,Casual,2023
Pants,Navy,2023-12-31,12,405,Europe,191160,472,Winter,25292,Preppy,2023
Accessories,Pink,2023-10-14,10,480,Australia,117600,245,Fall,29294,Athletic,2023
Skirts,Navy,2023-08-27,8,375,North America,371250,990,Summer,44700,Grunge,2023
Pants,Pink,2023-07-08,7,385,Asia,63140,164,Summer,2057,Athletic,2023
Bags,Purple,2023-06-29,6,66,Australia,40920,620,Summer,44062,Streetwear,2023
Skirts,Brown,2024-04-15,4,75,Australia,82350,1098,Spring,29865,Casual,2024
Skirts,Blue,2024-06-20,6,374,North America,213554,571,Summer,9010,Punk,2024
Accessories,Beige,2024-02-04,2,446,Australia,46830,105,Winter,3654,Punk,2024
Outerwear,Blue,2023-11-21,11,105,Europe,68670,654,Fall,42765,Formal,2023
Shoes,Yellow,2024-04-28,4,273,Australia,160251,587,Spring,15972,Athletic,2024
Tops,Black,2023-03-27,3,179,South America,84488,472,Spring,13123,Bohemian,2023
Accessories,Black,2023-06-26,6,41,North America,41492,1012,Summer,38320,Vintage,2023
Outerwear,Orange,2023-09-11,9,81,Europe,102870,1270,Fall,14040,Casual,2023
Dresses,Yellow,2024-09-11,9,184,South America,144072,783,Fall,22885,Preppy,2024
Accessories,Pink,2024-10-13,10,60,South America,56040,934,Fall,48651,Bohemian,2024
Pants,Orange,2023-11-12,11,287,South America,267771,933,Fall,6325,Punk,2023
Pants,Gray,2024-04-22,4,239,Europe,134796,564,Spring,35602,Grunge,2024
Pants,Navy,2023-08-28,8,389,North America,266076,684,Summer,14746,Minimalist,2023
Accessories,Orange,2023-04-23,4,495,South America,138600,280,Spring,27858,Punk,2023
Jewelry,Red,2024-01-14,1,154,Asia,140294,911,Winter,3517,Bohemian,2024
Dresses,Brown,2024-08-26,8,131,Australia,173182,1322,Summer,2217,Streetwear,2024
Outerwear,Green,2023-08-29,8,334,North America,236806,709,Summer,16247,Casual,2023
Outerwear,Purple,2024-12-03,12,471,North America,220428,468,Winter,7553,Preppy,2024
Jewelry,Green,2024-04-19,4,148,Asia,65564,443,Spring,38786,Vintage,2024
Bags,Yellow,2024-11-09,11,44,Australia,32384,736,Fall,3522,Punk,2024
Skirts,Orange,2023-06-19,6,120,Europe,98760,823,Summer,41472,Grunge,2023
Jewelry,Green,2024-03-15,3,182,Australia,22386,123,Spring,14967,Formal,2024
Bags,Red,2024-05-12,5,286,Australia,66066,231,Spring,36173,Grunge,2024
Skirts,Beige,2023-08-16,8,325,Europe,251225,773,Summer,40039,Bohemian,2023
Tops,Gray,2024-10-23,10,380,Europe,239020,629,Fall,28547,Preppy,2024
Pants,Yellow,2024-07-20,7,342,South America,176814,517,Summer,19640,Formal,2024
Dresses,Pink,2024-05-04,5,314,Asia,265330,845,Spring,27749,Streetwear,2024
Shoes,Black,2023-05-04,5,163,North America,77262,474,Spring,15778,Casual,2023
Bags,Purple,2024-01-19,1,270,Europe,45630,169,Winter,13906,Formal,2024
Skirts,Navy,2023-08-09,8,26,Asia,12038,463,Summer,28637,Vintage,2023
Shoes,Navy,2023-04-21,4,40,Asia,28320,708,Spring,48308,Minimalist,2023
Pants,White,2023-12-18,12,404,Australia,107868,267,Winter,42256,Vintage,2023
Shoes,Purple,2023-05-02,5,101,Asia,17574,174,Spring,30534,Athletic,2023
Bags,Green,2023-10-09,10,397,South America,159594,402,Fall,31550,Preppy,2023
Shoes,Pink,2023-12-20,12,193,Europe,42267,219,Winter,28423,Punk,2023
Skirts,Purple,2023-08-14,8,192,Europe,30912,161,Summer,30780,Bohemian,2023
Outerwear,Brown,2023-01-13,1,495,South America,715770,1446,Winter,45244,Punk,2023
Bags,Brown,2023-08-13,8,446,Asia,137814,309,Summer,20855,Athletic,2023
Bags,Orange,2023-03-25,3,49,South America,37877,773,Spring,24122,Preppy,2023
Bags,Beige,2024-11-03,11,415,Europe,363125,875,Fall,20112,Grunge,2024
Tops,White,2024-05-26,5,101,Australia,47470,470,Spring,11180,Formal,2024
Jewelry,Navy,2024-01-28,1,356,Europe,48416,136,Winter,8184,Preppy,2024
Bags,Red,2023-10-23,10,302,Australia,254284,842,Fall,6625,Preppy,2023
Bags,Pink,2023-08-03,8,317,Australia,408930,1290,Summer,20150,Streetwear,2023
Bags,Navy,2023-07-17,7,112,South America,127456,1138,Summer,4930,Streetwear,2023
Tops,Blue,2024-06-02,6,472,South America,173224,367,Summer,4449,Punk,2024
Pants,Beige,2023-08-20,8,63,Asia,39627,629,Summer,45546,Preppy,2023
Shoes,Blue,2024-12-31,12,262,North America,242088,924,Winter,30078,Minimalist,2024
Bags,Black,2023-01-11,1,207,Australia,142209,687,Winter,35532,Vintage,2023
Jewelry,Black,2023-10-27,10,420,North America,331800,790,Fall,2834,Streetwear,2023
Accessories,Gray,2024-10-21,10,426,Europe,282864,664,Fall,41047,Streetwear,2024
Dresses,Black,2024-02-12,2,430,Europe,435160,1012,Winter,19134,Bohemian,2024
Pants,Yellow,2023-11-10,11,159,South America,96195,605,Fall,31630,Vintage,2023
Shoes,Brown,2023-08-05,8,184,Asia,227792,1238,Summer,10741,Minimalist,2023
Pants,Orange,2024-03-31,3,370,Australia,175010,473,Spring,20756,Athletic,2024
Outerwear,Gray,2023-05-03,5,102,Australia,84558,829,Spring,25032,Casual,2023
Jewelry,Orange,2023-02-11,2,43,Australia,35045,815,Winter,4881,Streetwear,2023
Skirts,Black,2024-09-25,9,449,Europe,229439,511,Fall,39284,Casual,2024
Bags,Purple,2023-05-15,5,483,Asia,434217,899,Spring,10737,Preppy,2023
Bags,Yellow,2023-12-29,12,351,South America,205335,585,Winter,43439,Preppy,2023
Shoes,Blue,2023-01-22,1,285,Australia,225435,791,Winter,45787,Preppy,2023
Accessories,Blue,2023-05-14,5,340,Europe,316540,931,Spring,12444,Grunge,2023
Outerwear,Green,2023-05-02,5,47,Australia,29986,638,Spring,7289,Formal,2023
Pants,Beige,2023-03-27,3,95,Asia,41230,434,Spring,32951,Grunge,2023
Dresses,Pink,2024-10-09,10,193,Australia,186052,964,Fall,17569,Casual,2024
Shoes,Yellow,2024-12-23,12,218,Australia,109436,502,Winter,10037,Bohemian,2024
Outerwear,Black,2024-02-18,2,67,Australia,32562,486,Winter,22054,Streetwear,2024
Bags,Brown,2023-08-09,8,435,Europe,524610,1206,Summer,35362,Streetwear,2023
Pants,Purple,2023-08-24,8,295,South America,242195,821,Summer,17026,Vintage,2023
Tops,Gray,2024-12-07,12,425,North America,201450,474,Winter,30546,Formal,2024
Jewelry,Yellow,2023-12-03,12,119,Asia,28441,239,Winter,23122,Streetwear,2023
Shoes,Orange,2023-05-14,5,281,Asia,186022,662,Spring,20847,Vintage,2023
Pants,Gray,2023-08-21,8,241,Australia,158096,656,Summer,25458,Bohemian,2023
Shoes,Gray,2024-10-16,10,380,Australia,193420,509,Fall,14242,Athletic,2024
Dresses,Orange,2024-12-09,12,196,Asia,55664,284,Winter,39323,Grunge,2024
Outerwear,Red,2024-09-21,9,155,Europe,64635,417,Fall,47324,Streetwear,2024
Dresses,Beige,2023-04-18,4,264,South America,196152,743,Spring,22251,Bohemian,2023
Pants,Orange,2023-12-21,12,453,Europe,191166,422,Winter,19058,Streetwear,2023
Dresses,Black,2023-07-15,7,235,Europe,365425,1555,Summer,46427,Preppy,2023
Bags,Purple,2023-08-03,8,497,South America,114310,230,Summer,30112,Formal,2023
Accessories,Red,2024-08-20,8,477,Australia,144054,302,Summer,32878,Grunge,2024
Skirts,Blue,2023-12-16,12,124,South America,29264,236,Winter,47969,Vintage,2023
Accessories,Yellow,2023-04-27,4,417,Asia,404907,971,Spring,46413,Preppy,2023
Pants,Gray,2024-04-13,4,385,North America,129360,336,Spring,29137,Preppy,2024
Bags,Blue,2024-11-24,11,159,Asia,137217,863,Fall,37021,Punk,2024
Dresses,Navy,2024-03-30,3,100,Asia,68300,683,Spring,4432,Casual,2024
Shoes,Brown,2023-06-05,6,408,South America,44880,110,Summer,19472,Punk,2023
Outerwear,Pink,2024-01-18,1,473,Europe,676863,1431,Winter,40018,Streetwear,2024
Pants,Purple,2024-05-08,5,84,South America,56952,678,Spring,1369,Casual,2024
Dresses,Green,2024-05-19,5,209,Australia,173261,829,Spring,29264,Formal,2024
Bags,Beige,2023-06-08,6,407,Australia,129833,319,Summer,2183,Formal,2023
Shoes,Beige,2024-10-30,10,492,Australia,289296,588,Fall,4364,Athletic,2024
Bags,Gray,2024-08-04,8,485,Asia,76145,157,Summer,34906,Preppy,2024
Dresses,Pink,2023-04-11,4,447,Asia,143934,322,Spring,26432,Bohemian,2023
Shoes,Gray,2023-10-31,10,439,South America,311690,710,Fall,2401,Grunge,2023
Tops,Red,2023-10-19,10,61,Asia,33428,548,Fall,19140,Casual,2023
Outerwear,Brown,2023-03-27,3,115,South America,63250,550,Spring,46546,Formal,2023
Pants,Gray,2024-04-17,4,231,North America,254793,1103,Spring,5236,Minimalist,2024
Tops,Brown,2024-01-31,1,245,Asia,122500,500,Winter,9928,Casual,2024
Tops,Navy,2024-05-19,5,411,Australia,357570,870,Spring,23279,Vintage,2024
Skirts,Gray,2023-08-21,8,153,Australia,142596,932,Summer,28874,Streetwear,2023
Tops,Black,2024-07-21,7,147,South America,240198,1634,Summer,30800,Preppy,2024
Outerwear,Navy,2024-02-22,2,336,Asia,177072,527,Winter,25978,Athletic,2024
Jewelry,Pink,2024-02-06,2,351,Asia,169884,484,Winter,46867,Grunge,2024
Accessories,White,2023-03-06,3,425,Asia,206550,486,Spring,25463,Minimalist,2023
Shoes,Pink,2024-11-14,11,478,Europe,546832,1144,Fall,5295,Minimalist,2024
Dresses,Black,2024-12-25,12,62,Australia,17980,290,Winter,20306,Casual,2024
Dresses,Red,2023-11-30,11,280,Asia,274680,981,Fall,23422,Vintage,2023
Dresses,Orange,2023-05-06,5,405,South America,358425,885,Spring,9513,Athletic,2023
Tops,Navy,2023-07-06,7,413,Australia,327509,793,Summer,23188,Punk,2023
Pants,Gray,2023-10-15,10,301,Asia,294679,979,Fall,19293,Vintage,2023
Jewelry,Yellow,2024-10-07,10,168,Australia,130704,778,Fall,34034,Streetwear,2024
Dresses,Gray,2023-04-27,4,215,North America,195865,911,Spring,7695,Punk,2023
Dresses,White,2024-05-17,5,60,Asia,11880,198,Spring,19006,Bohemian,2024
Accessories,White,2024-01-08,1,107,Australia,123585,1155,Winter,28718,Casual,2024
Bags,Red,2024-03-13,3,31,Australia,16399,529,Spring,27051,Preppy,2024
Outerwear,White,2024-08-26,8,247,North America,275405,1115,Summer,22781,Streetwear,2024
Skirts,Brown,2023-10-25,10,423,Europe,206001,487,Fall,46043,Athletic,2023
Pants,Pink,2023-01-17,1,85,Europe,55590,654,Winter,33454,Vintage,2023
Pants,Black,2023-07-16,7,317,Europe,257721,813,Summer,46246,Formal,2023
Skirts,Orange,2024-04-17,4,257,Asia,80698,314,Spring,24205,Preppy,2024
Tops,Orange,2024-09-28,9,23,North America,7843,341,Fall,41715,Streetwear,2024
Bags,Navy,2023-05-05,5,146,Asia,223526,1531,Spring,26249,Casual,2023
Skirts,White,2024-12-01,12,363,South America,249744,688,Winter,15922,Bohemian,2024
Pants,Black,2024-12-28,12,56,North America,35840,640,Winter,15378,Athletic,2024
Tops,Red,2023-07-13,7,471,Asia,280245,595,Summer,32064,Punk,2023
Accessories,Pink,2023-06-04,6,424,South America,405768,957,Summer,20586,Punk,2023
Outerwear,Black,2024-12-22,12,64,Europe,72192,1128,Winter,11282,Bohemian,2024
Tops,Gray,2023-07-15,7,187,Australia,79288,424,Summer,32888,Grunge,2023
Shoes,Blue,2023-01-22,1,398,Europe,335912,844,Winter,3323,Punk,2023
Dresses,Orange,2024-03-23,3,420,North America,81480,194,Spring,49618,Athletic,2024
Dresses,Brown,2023-05-23,5,227,Australia,282842,1246,Spring,46273,Minimalist,2023
Pants,Blue,2024-10-08,10,32,Australia,8928,279,Fall,34078,Grunge,2024
Jewelry,Purple,2024-06-01,6,251,South America,320025,1275,Summer,33842,Minimalist,2024
Accessories,Black,2024-12-11,12,427,North America,142618,334,Winter,19880,Grunge,2024
Jewelry,White,2023-11-30,11,326,Australia,352732,1082,Fall,4384,Punk,2023
Outerwear,Yellow,2023-01-26,1,172,North America,189372,1101,Winter,10367,Casual,2023
Pants,Pink,2024-10-08,10,143,South America,114543,801,Fall,12451,Vintage,2024
Shoes,Gray,2024-07-09,7,239,Australia,211037,883,Summer,18418,Punk,2024
Accessories,Green,2023-09-23,9,496,Australia,402256,811,Fall,29182,Preppy,2023
Accessories,Brown,2023-05-13,5,284,Europe,252760,890,Spring,23639,Formal,2023
Jewelry,Navy,2023-01-04,1,197,Asia,155039,787,Winter,4708,Formal,2023
Skirts,Orange,2024-02-29,2,133,North America,93100,700,Winter,49543,Grunge,2024
Pants,Black,2024-10-18,10,458,South America,158468,346,Fall,18365,Vintage,2024
Skirts,White,2023-01-23,1,275,Europe,377850,1374,Winter,42589,Casual,2023
Outerwear,Orange,2024-11-29,11,324,Europe,217404,671,Fall,22008,Punk,2024
Outerwear,Pink,2023-09-13,9,453,South America,454359,1003,Fall,10825,Streetwear,2023
Pants,Gray,2023-08-07,8,497,Asia,124747,251,Summer,37613,Athletic,2023
Shoes,Beige,2023-12-27,12,256,North America,156416,611,Winter,27688,Athletic,2023
Skirts,Pink,2023-08-26,8,105,South America,86415,823,Summer,40556,Vintage,2023
Shoes,Yellow,2024-07-20,7,84,South America,55104,656,Summer,23040,Athletic,2024
Skirts,Navy,2024-05-16,5,297,South America,78408,264,Spring,7528,Athletic,2024
Jewelry,Navy,2023-02-10,2,158,Asia,39184,248,Winter,15335,Vintage,2023
Jewelry,White,2023-01-18,1,269,Europe,278415,1035,Winter,48620,Formal,2023
Dresses,Beige,2024-12-07,12,71,Asia,54315,765,Winter,27360,Formal,2024
Outerwear,Gray,2024-06-07,6,53,Europe,27772,524,Summer,15012,Bohemian,2024
Shoes,Pink,2024-11-08,11,137,Asia,133986,978,Fall,46359,Streetwear,2024
Dresses,Yellow,2023-08-20,8,238,Europe,304402,1279,Summer,41224,Vintage,2023
Skirts,Yellow,2024-01-09,1,491,Australia,636336,1296,Winter,3391,Casual,2024
Bags,Purple,2024-04-29,4,390,North America,301470,773,Spring,26161,Streetwear,2024
Bags,Black,2023-03-31,3,222,Asia,57498,259,Spring,48018,Punk,2023
Pants,Pink,2023-11-15,11,339,Asia,194925,575,Fall,46012,Athletic,2023
Jewelry,Pink,2024-07-07,7,386,Australia,374420,970,Summer,15548,Preppy,2024
Outerwear,Green,2023-09-27,9,241,Europe,118572,492,Fall,48416,Formal,2023
Pants,Navy,2024-07-28,7,278,South America,77006,277,Summer,37906,Preppy,2024
Outerwear,Pink,2023-08-30,8,146,South America,109646,751,Summer,18242,Vintage,2023
Tops,White,2023-12-03,12,288,South America,164448,571,Winter,3128,Grunge,2023
Dresses,Black,2023-11-21,11,288,South America,130464,453,Fall,9152,Punk,2023
Bags,White,2023-03-29,3,246,North America,63714,259,Spring,23835,Vintage,2023
Tops,Gray,2023-11-15,11,245,Asia,105105,429,Fall,7854,Athletic,2023
Bags,Orange,2023-11-29,11,51,Europe,12495,245,Fall,5415,Bohemian,2023
Jewelry,Black,2023-05-23,5,127,Europe,118110,930,Spring,16060,Formal,2023
Jewelry,Brown,2024-01-11,1,255,South America,65025,255,Winter,8915,Bohemian,2024
Pants,Green,2023-10-18,10,435,Europe,371490,854,Fall,24292,Casual,2023
Shoes,Yellow,2023-07-07,7,245,South America,123725,505,Summer,39911,Vintage,2023
Shoes,Blue,2024-03-19,3,157,North America,42076,268,Spring,5159,Bohemian,2024
Accessories,Black,2024-12-04,12,266,Asia,50274,189,Winter,30213,Formal,2024
Tops,Green,2023-12-04,12,467,Australia,255916,548,Winter,45148,Vintage,2023
Tops,Green,2024-12-17,12,476,North America,83300,175,Winter,31294,Grunge,2024
Accessories,Navy,2024-03-28,3,177,South America,134874,762,Spring,25128,Formal,2024
Dresses,Black,2023-11-06,11,177,South America,183018,1034,Fall,46601,Vintage,2023
Shoes,Red,2024-06-05,6,82,South America,14432,176,Summer,46298,Casual,2024
Jewelry,Purple,2023-03-09,3,323,Australia,62339,193,Spring,1913,Streetwear,2023
Outerwear,Red,2023-02-11,2,315,South America,153405,487,Winter,16366,Streetwear,2023
Dresses,Red,2024-03-27,3,351,North America,223236,636,Spring,41050,Athletic,2024
Jewelry,Yellow,2024-11-29,11,55,Europe,22330,406,Fall,28774,Preppy,2024
Dresses,Black,2023-12-31,12,210,Asia,143010,681,Winter,7712,Minimalist,2023
Jewelry,Orange,2024-02-19,2,205,Europe,178760,872,Winter,36494,Vintage,2024
Outerwear,Green,2024-04-01,4,233,North America,208069,893,Spring,22902,Bohemian,2024
Bags,Gray,2023-05-19,5,63,Australia,74970,1190,Spring,29961,Minimalist,2023
Outerwear,Brown,2023-02-19,2,241,Asia,324627,1347,Winter,10017,Bohemian,2023
Shoes,White,2023-12-03,12,364,South America,318864,876,Winter,41551,Grunge,2023
Outerwear,Brown,2024-01-09,1,420,Australia,615300,1465,Winter,6052,Punk,2024
Skirts,Red,2024-01-16,1,163,Australia,181745,1115,Winter,23523,Casual,2024
Skirts,Red,2023-12-18,12,47,South America,8977,191,Winter,21114,Preppy,2023
Bags,Yellow,2024-06-13,6,74,Australia,69116,934,Summer,11824,Athletic,2024
Outerwear,Purple,2023-10-28,10,125,Asia,29500,236,Fall,1016,Punk,2023
Tops,Red,2023-03-07,3,98,North America,50372,514,Spring,45235,Formal,2023
Bags,Black,2023-07-09,7,167,Asia,63794,382,Summer,13312,Formal,2023
Skirts,White,2023-06-08,6,402,Australia,166830,415,Summer,39823,Punk,2023
Outerwear,Red,2023-08-07,8,314,South America,124030,395,Summer,27527,Grunge,2023
Accessories,Blue,2023-11-07,11,54,Europe,60912,1128,Fall,9823,Streetwear,2023
Shoes,Brown,2024-02-10,2,240,South America,64800,270,Winter,11556,Minimalist,2024
Accessories,Green,2023-12-19,12,201,South America,118590,590,Winter,41053,Streetwear,2023
Accessories,Brown,2024-07-03,7,203,North America,166866,822,Summer,40324,Formal,2024
Outerwear,Orange,2024-06-19,6,62,Australia,38068,614,Summer,4603,Formal,2024
Dresses,Beige,2024-10-07,10,53,Asia,5512,104,Fall,23504,Vintage,2024
Bags,Yellow,2024-12-26,12,279,Asia,218178,782,Winter,47131,Bohemian,2024
Bags,Gray,2024-07-28,7,49,Asia,8330,170,Summer,5398,Streetwear,2024
Accessories,Pink,2023-01-06,1,253,Asia,39468,156,Winter,45818,Punk,2023
Pants,Pink,2023-12-08,12,162,South America,105138,649,Winter,26052,Punk,2023
Accessories,Green,2024-02-15,2,415,Europe,318305,767,Winter,26847,Bohemian,2024
Bags,Green,2023-08-09,8,178,Australia,30260,170,Summer,41780,Vintage,2023
Dresses,Brown,2024-12-23,12,32,Asia,14176,443,Winter,41661,Grunge,2024
Shoes,Purple,2024-05-27,5,401,Europe,218946,546,Spring,39022,Punk,2024
Skirts,Brown,2023-10-17,10,318,North America,89994,283,Fall,7045,Streetwear,2023
Dresses,Navy,2023-02-18,2,265,Australia,189740,716,Winter,48974,Streetwear,2023
Tops,Brown,2024-03-15,3,23,Asia,7613,331,Spring,27079,Vintage,2024
Outerwear,Brown,2024-05-28,5,284,North America,213000,750,Spring,49199,Vintage,2024
Pants,Blue,2023-01-28,1,160,Asia,119520,747,Winter,44023,Preppy,2023
Skirts,Gray,2024-04-22,4,247,South America,165490,670,Spring,18698,Athletic,2024
Accessories,Beige,2024-12-17,12,249,Asia,106074,426,Winter,44472,Vintage,2024
Pants,Yellow,2023-04-21,4,331,Europe,104927,317,Spring,37899,Streetwear,2023
Shoes,Red,2023-03-08,3,127,Asia,68453,539,Spring,17630,Punk,2023
Skirts,Purple,2024-01-11,1,418,Europe,131670,315,Winter,1319,Punk,2024
Pants,Navy,2024-10-16,10,381,South America,336804,884,Fall,42394,Grunge,2024
Accessories,Orange,2024-04-29,4,207,North America,259578,1254,Spring,39039,Streetwear,2024
Outerwear,Orange,2024-11-15,11,295,Europe,67260,228,Fall,33677,Athletic,2024
Jewelry,White,2024-01-28,1,143,Asia,69498,486,Winter,41033,Minimalist,2024
Outerwear,Purple,2023-12-17,12,365,Europe,359160,984,Winter,11647,Vintage,2023
Jewelry,Yellow,2023-10-29,10,458,Europe,83356,182,Fall,23960,Streetwear,2023
Skirts,Brown,2024-03-06,3,275,Asia,147125,535,Spring,43579,Streetwear,2024
Outerwear,Navy,2023-10-21,10,475,Australia,197600,416,Fall,32945,Vintage,2023
Outerwear,White,2024-11-22,11,233,Asia,182206,782,Fall,20628,Punk,2024
Accessories,Red,2023-03-01,3,126,North America,53550,425,Spring,15271,Vintage,2023
Skirts,Gray,2023-11-29,11,466,Europe,188264,404,Fall,17461,Punk,2023
Outerwear,Navy,2023-10-12,10,155,Australia,122915,793,Fall,25348,Vintage,2023
Bags,Blue,2024-06-12,6,125,Europe,158875,1271,Summer,26187,Minimalist,2024
Jewelry,White,2023-03-08,3,119,Asia,81396,684,Spring,28523,Preppy,2023
Accessories,Beige,2023-10-23,10,81,Asia,62208,768,Fall,28495,Formal,2023
Dresses,Orange,2024-03-11,3,129,Europe,105135,815,Spring,42350,Athletic,2024
Dresses,Blue,2023-05-08,5,176,Australia,50864,289,Spring,28896,Minimalist,2023
Dresses,Black,2023-03-12,3,199,Europe,119599,601,Spring,23874,Athletic,2023
Outerwear,Black,2024-08-08,8,424,Australia,210304,496,Summer,30435,Streetwear,2024
Accessories,Pink,2023-04-15,4,248,South America,84072,339,Spring,24070,Casual,2023
Shoes,Blue,2024-01-12,1,72,Europe,28800,400,Winter,43456,Casual,2024
Bags,Green,2024-03-21,3,457,Asia,232613,509,Spring,49397,Formal,2024
Jewelry,Navy,2023-10-21,10,459,South America,179928,392,Fall,40806,Punk,2023
Shoes,Beige,2024-10-01,10,408,Australia,52224,128,Fall,48442,Grunge,2024
Dresses,White,2024-01-08,1,460,North America,254380,553,Winter,40099,Minimalist,2024
Outerwear,Brown,2024-11-27,11,380,Australia,194560,512,Fall,29059,Casual,2024
